short;true;predict
rzepakO;2;3
rzepakO;2;5
rzepakO;2;2
rzepakO;2;2
rzepakO;2;2
rzepakO;2;5
rzepakO;2;2
rzepakO;2;5
rzepakO;2;5
rzepakO;2;5
rzepakO;2;8
rzepakO;2;12
rzepakO;2;12
rzepakO;2;2
rzepakO;2;2
rzepakO;2;8
rzepakO;2;12
rzepakO;2;3
rzepakO;2;7
rzepakO;2;8
rzepakO;2;8
rzepakO;2;7
rzepakO;2;2
rzepakO;2;5
rzepakO;2;8
rzepakO;2;2
rzepakO;2;8
rzepakO;2;2
rzepakO;2;0
rzepakO;2;3
rzepakO;2;2
rzepakO;2;5
rzepakO;2;1
rzepakO;2;5
rzepakO;2;5
rzepakO;2;5
rzepakO;2;8
rzepakO;2;14
rzepakO;2;5
rzepakO;2;2
jeczmienO;3;9
jeczmienO;3;12
jeczmienO;3;12
jeczmienO;3;5
jeczmienO;3;9
jeczmienO;3;12
jeczmienO;3;12
jeczmienO;3;9
jeczmienO;3;1
jeczmienO;3;9
jeczmienO;3;12
jeczmienO;3;9
jeczmienO;3;12
jeczmienO;3;12
jeczmienO;3;12
jeczmienO;3;9
jeczmienO;3;9
jeczmienO;3;9
jeczmienO;3;9
jeczmienO;3;9
jeczmienO;3;12
jeczmienO;3;9
jeczmienO;3;3
jeczmienO;3;4
jeczmienO;3;7
jeczmienO;3;12
jeczmienO;3;12
jeczmienO;3;12
jeczmienO;3;2
jeczmienO;3;9
jeczmienO;3;9
jeczmienO;3;9
jeczmienO;3;12
jeczmienO;3;12
jeczmienO;3;12
jeczmienO;3;9
jeczmienO;3;9
jeczmienO;3;9
jeczmienO;3;12
jeczmienO;3;5
jeczmienO;3;9
jeczmienO;3;9
jeczmienO;3;12
jeczmienO;3;12
jeczmienO;3;12
jeczmienO;3;9
jeczmienO;3;9
jeczmienO;3;9
jeczmienO;3;9
jeczmienO;3;12
jeczmienO;3;9
jeczmienO;3;12
jeczmienO;3;9
jeczmienO;3;3
jeczmienO;3;12
jeczmienO;3;12
jeczmienO;3;12
jeczmienO;3;9
jeczmienO;3;12
jeczmienO;3;12
jeczmienO;3;9
jeczmienO;3;12
jeczmienO;3;12
jeczmienO;3;9
jeczmienO;3;12
jeczmienO;3;12
jeczmienO;3;12
jeczmienO;3;9
jeczmienO;3;7
jeczmienO;3;12
jeczmienO;3;9
jeczmienO;3;9
jeczmienO;3;12
jeczmienO;3;9
jeczmienO;3;9
jeczmienO;3;9
jeczmienO;3;9
jeczmienO;3;9
jeczmienO;3;12
jeczmienO;3;12
jeczmienO;3;12
jeczmienO;3;12
jeczmienO;3;14
jeczmienO;3;9
jeczmienO;3;9
jeczmienO;3;9
jeczmienO;3;12
jeczmienO;3;5
jeczmienO;3;9
jeczmienO;3;9
jeczmienO;3;9
jeczmienO;3;12
jeczmienO;3;9
jeczmienO;3;3
jeczmienO;3;9
jeczmienO;3;9
jeczmienO;3;3
jeczmienO;3;12
jeczmienO;3;0
jeczmienO;3;12
jeczmienO;3;3
jeczmienO;3;9
jeczmienO;3;9
jeczmienO;3;9
jeczmienO;3;12
jeczmienO;3;9
jeczmienO;3;9
jeczmienO;3;9
jeczmienO;3;9
jeczmienO;3;0
jeczmienO;3;3
jeczmienO;3;12
jeczmienO;3;9
jeczmienO;3;12
jeczmienO;3;9
jeczmienO;3;9
jeczmienO;3;14
jeczmienO;3;3
jeczmienO;3;9
jeczmienO;3;4
jeczmienO;3;12
jeczmienO;3;9
jeczmienO;3;9
jeczmienO;3;12
jeczmienO;3;9
jeczmienO;3;3
jeczmienO;3;9
jeczmienO;3;9
jeczmienO;3;11
jeczmienO;3;12
jeczmienO;3;5
jeczmienO;3;14
jeczmienO;3;1
jeczmienO;3;12
jeczmienO;3;12
jeczmienO;3;14
jeczmienO;3;12
jeczmienO;3;9
jeczmienO;3;5
jeczmienO;3;12
jeczmienO;3;14
jeczmienO;3;12
jeczmienO;3;14
jeczmienO;3;12
jeczmienO;3;12
jeczmienO;3;12
jeczmienO;3;14
lucerna;4;1
lucerna;4;5
lucerna;4;4
lucerna;4;5
lucerna;4;1
lucerna;4;5
lucerna;4;5
lucerna;4;1
lucerna;4;1
lucerna;4;3
lucerna;4;10
lucerna;4;13
lucerna;4;1
lucerna;4;13
lucerna;4;1
lucerna;4;9
lucerna;4;1
lucerna;4;5
lucerna;4;5
lucerna;4;1
lucerna;4;1
lucerna;4;2
lucerna;4;0
lucerna;4;13
lucerna;4;1
lucerna;4;1
lucerna;4;0
lucerna;4;5
lucerna;4;1
lucerna;4;7
lucerna;4;1
lucerna;4;5
lucerna;4;5
lucerna;4;1
lucerna;4;1
lucerna;4;5
lucerna;4;12
lucerna;4;13
lucerna;4;9
lucerna;4;10
lucerna;4;13
lucerna;4;7
lucerna;4;7
lucerna;4;13
lucerna;4;1
lucerna;4;13
lucerna;4;1
lucerna;4;1
lucerna;4;13
lucerna;4;3
lucerna;4;13
lucerna;4;13
lucerna;4;13
trawy;5;9
trawy;5;13
trawy;5;13
trawy;5;12
trawy;5;13
trawy;5;3
trawy;5;5
trawy;5;1
trawy;5;1
trawy;5;1
trawy;5;0
trawy;5;11
trawy;5;13
trawy;5;0
trawy;5;9
trawy;5;1
trawy;5;13
trawy;5;1
trawy;5;10
trawy;5;13
trawy;5;13
trawy;5;13
trawy;5;1
trawy;5;1
trawy;5;1
trawy;5;1
trawy;5;12
trawy;5;13
trawy;5;1
trawy;5;1
trawy;5;4
trawy;5;13
trawy;5;13
trawy;5;1
trawy;5;12
trawy;5;13
trawy;5;13
trawy;5;13
trawy;5;13
trawy;5;7
trawy;5;12
trawy;5;12
trawy;5;13
trawy;5;11
trawy;5;13
trawy;5;13
trawy;5;11
trawy;5;13
trawy;5;11
trawy;5;13
trawy;5;1
trawy;5;13
trawy;5;13
trawy;5;12
pszenicaO;6;9
pszenicaO;6;9
pszenicaO;6;9
pszenicaO;6;9
pszenicaO;6;12
pszenicaO;6;9
pszenicaO;6;9
pszenicaO;6;12
pszenicaO;6;9
pszenicaO;6;9
pszenicaO;6;8
pszenicaO;6;4
pszenicaO;6;12
pszenicaO;6;12
pszenicaO;6;12
pszenicaO;6;12
pszenicaO;6;12
pszenicaO;6;12
pszenicaO;6;12
pszenicaO;6;12
pszenicaO;6;12
pszenicaO;6;4
pszenicaO;6;12
pszenicaO;6;9
pszenicaO;6;3
pszenicaO;6;3
pszenicaO;6;12
pszenicaO;6;12
pszenicaO;6;3
pszenicaO;6;12
pszenicaO;6;4
pszenicaO;6;9
pszenicaO;6;12
pszenicaO;6;0
pszenicaO;6;5
pszenicaO;6;4
pszenicaO;6;4
pszenicaO;6;12
pszenicaO;6;5
pszenicaO;6;9
pszenicaO;6;12
pszenicaO;6;9
pszenicaO;6;3
pszenicaO;6;5
pszenicaO;6;9
pszenicaO;6;9
pszenicaO;6;9
pszenicaO;6;0
pszenicaO;6;9
pszenicaO;6;2
pszenicaO;6;9
pszenicaO;6;9
pszenicaO;6;12
pszenicaO;6;12
pszenicaO;6;12
pszenicaO;6;4
pszenicaO;6;12
pszenicaO;6;12
pszenicaO;6;4
pszenicaO;6;9
pszenicaO;6;1
pszenicaO;6;12
pszenicaO;6;3
pszenicaO;6;3
pszenicaO;6;9
pszenicaO;6;9
pszenicaO;6;9
pszenicaO;6;9
pszenicaO;6;6
pszenicaO;6;9
pszenicaO;6;9
pszenicaO;6;0
pszenicaO;6;9
pszenicaO;6;6
pszenicaO;6;6
pszenicaO;6;9
pszenicaO;6;13
pszenicaO;6;0
pszenicaO;6;6
pszenicaO;6;9
pszenicaO;6;2
pszenicaO;6;0
pszenicaO;6;5
pszenicaO;6;9
pszenicaO;6;9
pszenicaO;6;9
pszenicaO;6;0
pszenicaO;6;4
pszenicaO;6;9
pszenicaO;6;9
pszenicaO;6;5
pszenicaO;6;12
pszenicaO;6;1
pszenicaO;6;12
pszenicaO;6;4
pszenicaO;6;0
pszenicaO;6;9
pszenicaO;6;9
pszenicaO;6;11
pszenicaO;6;4
pszenicaO;6;0
pszenicaO;6;12
pszenicaO;6;9
pszenicaO;6;5
pszenicaO;6;0
pszenicaO;6;8
pszenicaO;6;9
pszenicaO;6;5
pszenicaO;6;9
pszenicaO;6;9
pszenicaO;6;0
pszenicaO;6;12
pszenicaO;6;9
pszenicaO;6;13
pszenicaO;6;4
pszenicaO;6;12
pszenicaO;6;12
pszenicaO;6;9
pszenicaO;6;4
pszenicaO;6;12
pszenicaO;6;9
pszenicaO;6;9
pszenicaO;6;2
pszenicaO;6;3
pszenicaO;6;2
pszenicaO;6;3
pszenicaO;6;12
pszenicaO;6;9
pszenicaO;6;5
pszenicaO;6;9
pszenicaO;6;12
pszenicaO;6;12
pszenicaO;6;6
pszenicaO;6;9
pszenicaO;6;9
pszenicaO;6;9
pszenicaO;6;9
pszenicaO;6;12
pszenicaO;6;9
pszenicaO;6;9
pszenicaO;6;12
pszenicaO;6;9
pszenicaO;6;13
pszenicaO;6;1
pszenicaO;6;9
pszenicaO;6;12
pszenicaO;6;12
pszenicaO;6;0
pszenicaO;6;4
pszenicaO;6;12
pszenicaO;6;9
pszenicaO;6;12
pszenicaO;6;9
pszenicaO;6;0
pszenicaO;6;0
pszenicaO;6;0
pszenicaO;6;12
pszenicaO;6;9
pszenicaO;6;12
pszenicaO;6;6
pszenicaO;6;9
pszenicaO;6;12
pszenicaO;6;9
pszenicaO;6;4
pszenicaO;6;9
pszenicaO;6;9
pszenicaO;6;12
pszenicaO;6;4
pszenicaO;6;9
pszenicaO;6;9
pszenicaO;6;12
pszenicaO;6;3
pszenicaO;6;0
pszenicaO;6;13
pszenicaO;6;4
pszenicaO;6;9
pszenicaO;6;9
pszenicaO;6;12
pszenicaO;6;4
pszenicaO;6;11
pszenicaO;6;13
pszenicaO;6;9
pszenicaO;6;12
pszenicaO;6;12
pszenicaO;6;1
pszenicaO;6;12
pszenicaO;6;9
pszenicaO;6;9
pszenicaO;6;0
pszenicaO;6;12
pszenicaO;6;9
pszenicaO;6;3
pszenicaO;6;12
pszenicaO;6;12
pszenicaO;6;9
pszenicaO;6;4
pszenicaO;6;12
pszenicaO;6;9
pszenicaO;6;9
pszenicaO;6;6
pszenicaO;6;9
pszenicaO;6;9
pszenicaO;6;4
pszenicaO;6;0
pszenicaO;6;12
pszenicaO;6;5
pszenicaO;6;12
pszenicaO;6;12
pszenicaO;6;12
pszenicaO;6;6
pszenicaO;6;3
pszenicaO;6;3
pszenicaO;6;0
pszenicaO;6;12
pszenicaO;6;9
pszenicaO;6;12
pszenicaO;6;4
pszenicaO;6;4
pszenicaO;6;12
pszenicaO;6;12
pszenicaO;6;4
pszenicaO;6;6
pszenicaO;6;9
pszenicaO;6;9
pszenicaO;6;12
pszenicaO;6;9
pszenicaO;6;9
pszenicaO;6;9
pszenicaO;6;12
pszenicaO;6;4
pszenicaO;6;13
pszenicaO;6;2
pszenicaO;6;12
pszenicaO;6;2
pszenicaO;6;1
pszenicaO;6;12
pszenicaO;6;4
pszenicaO;6;9
pszenicaO;6;11
pszenicaO;6;6
pszenicaO;6;12
pszenicaO;6;1
pszenicaO;6;9
pszenicaO;6;4
pszenicaO;6;9
pszenicaO;6;5
pszenicaO;6;12
pszenicaO;6;12
pszenicaO;6;1
pszenicaO;6;1
pszenicaO;6;7
pszenicaO;6;12
pszenicaO;6;12
pszenicaO;6;5
pszenicaO;6;0
pszenicaO;6;12
pszenicaO;6;9
pszenicaO;6;9
pszenicaO;6;3
pszenicaO;6;11
pszenicaO;6;9
pszenicaO;6;9
pszenicaO;6;12
pszenicaO;6;9
pszenicaO;6;4
pszenicaO;6;12
pszenicaO;6;4
pszenicaO;6;4
pszenicaO;6;9
pszenicaO;6;0
pszenicaO;6;4
pszenicaO;6;12
pszenicaO;6;9
pszenicaO;6;9
pszenicaO;6;9
pszenicaO;6;13
pszenicaO;6;1
pszenicaO;6;9
pszenicaO;6;9
pszenicaO;6;12
pszenicaO;6;6
pszenicaO;6;9
pszenicaO;6;13
pszenicaO;6;9
pszenicaO;6;9
pszenicaO;6;4
pszenicaO;6;4
pszenicaO;6;4
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;1
TUZ;7;1
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;12
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;1
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;6
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;0
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;1
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;1
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;1
TUZ;7;13
TUZ;7;13
TUZ;7;1
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;7
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;1
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;1
TUZ;7;1
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;1
TUZ;7;1
TUZ;7;1
TUZ;7;1
TUZ;7;1
TUZ;7;1
TUZ;7;1
TUZ;7;1
TUZ;7;1
TUZ;7;1
TUZ;7;1
TUZ;7;1
TUZ;7;1
TUZ;7;1
TUZ;7;1
TUZ;7;1
TUZ;7;13
TUZ;7;1
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;7
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;1
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;7
TUZ;7;13
TUZ;7;13
